Stichdatum;PLZ;Geschlecht;Vorname;Anzahl;Rang;ORTBEZ18
2022-07-01;5326;m;Andreas;9;3;Schwaderloch
2022-07-01;5326;m;Thomas;8;5;Schwaderloch
2022-07-01;5330;w;Ursula;30;2;Bad Zurzach
2022-07-01;5330;w;Ruth;28;4;Bad Zurzach
2022-07-01;5330;m;Andreas;37;4;Bad Zurzach
2022-07-01;5332;w;Manuela;7;2;Rekingen AG
2022-07-01;5332;w;Christina;6;4;Rekingen AG
2022-07-01;5332;w;Maria;6;4;Rekingen AG
2022-07-01;5332;m;Michael;7;5;Rekingen AG
2022-07-01;5332;m;Florian;7;5;Rekingen AG
2022-07-01;5333;m;n/a;5;1;Baldingen
2022-07-01;5334;w;n/a;3;1;Böbikon
2022-07-01;5334;m;n/a;3;3;Böbikon
2022-07-01;5400;w;Claudia;76;4;Baden
2022-07-01;5400;w;Nicole;75;5;Baden
2022-07-01;5404;m;n/a;2;1;Baden
2022-07-01;5405;w;Andrea;25;1;Dättwil AG
2022-07-01;5405;w;Claudia;20;3;Dättwil AG
2022-07-01;5405;w;Monika;18;5;Dättwil AG
2022-07-01;5405;m;Daniel;43;1;Dättwil AG
2022-07-01;5405;m;Thomas;42;2;Dättwil AG
2022-07-01;5405;m;Michael;37;3;Dättwil AG
2022-07-01;5406;w;Ursula;23;2;Rütihof
2022-07-01;5406;w;Maria;18;4;Rütihof
2022-07-01;5406;w;Claudia;17;5;Rütihof
2022-07-01;5406;m;Daniel;26;3;Rütihof
2022-07-01;5406;m;Michael;22;4;Rütihof
2022-07-01;5408;w;Maria;24;1;Ennetbaden
2022-07-01;5408;w;Barbara;22;2;Ennetbaden
2022-07-01;5408;w;Anna;20;5;Ennetbaden
2022-07-01;5408;m;Peter;31;3;Ennetbaden
2022-07-01;5408;m;Daniel;30;4;Ennetbaden
2022-07-01;5408;m;Michael;29;5;Ennetbaden
2022-07-01;5412;w;Andrea;34;2;Vogelsang AG/Gebenstorf
2022-07-01;5412;w;Ursula;30;3;Vogelsang AG/Gebenstorf
2022-07-01;5412;w;Susanne;26;4;Vogelsang AG/Gebenstorf
2022-07-01;5412;w;Monika;26;4;Vogelsang AG/Gebenstorf
2022-07-01;5413;w;Daniela;16;5;Birmenstorf AG
2022-07-01;5413;m;Thomas;44;1;Birmenstorf AG
2022-07-01;5415;w;Maria;55;1;Rieden AG/Hertenstein AG/Nussbaumen AG
2022-07-01;5415;w;Claudia;34;5;Rieden AG/Hertenstein AG/Nussbaumen AG
2022-07-01;5415;m;Daniel;57;2;Rieden AG/Hertenstein AG/Nussbaumen AG
2022-07-01;5415;m;Martin;55;3;Rieden AG/Hertenstein AG/Nussbaumen AG
2022-07-01;5415;m;Thomas;51;5;Rieden AG/Hertenstein AG/Nussbaumen AG
2022-07-01;5416;m;Markus;18;1;Kirchdorf AG
2022-07-01;5416;m;Marco;13;5;Kirchdorf AG
2022-07-01;5417;w;Maria;54;1;Untersiggenthal
2022-07-01;5417;m;Michael;50;3;Untersiggenthal
2022-07-01;5420;w;Claudia;29;4;Ehrendingen
2022-07-01;5420;w;Sandra;25;5;Ehrendingen
2022-07-01;5420;m;Daniel;45;3;Ehrendingen
2022-07-01;5420;m;Peter;44;4;Ehrendingen
2022-07-01;5420;m;Michael;44;4;Ehrendingen
2022-07-01;5423;w;Beatrice;10;1;Freienwil
2022-07-01;5423;w;Verena;7;3;Freienwil
2022-07-01;5423;w;Karin;7;3;Freienwil
2022-07-01;5423;m;Andreas;10;4;Freienwil
2022-07-01;5423;m;Christian;10;4;Freienwil
2022-07-01;5425;w;Verena;13;1;Schneisingen
2022-07-01;5425;w;Maria;10;4;Schneisingen
2022-07-01;5425;m;Stefan;17;4;Schneisingen
2022-07-01;5426;w;Sandra;25;1;Lengnau AG
2022-07-01;5426;w;Andrea;21;3;Lengnau AG
2022-07-01;5426;m;Andreas;25;4;Lengnau AG
2022-07-01;5430;m;Thomas;200;3;Wettingen
2022-07-01;5430;m;Michael;151;4;Wettingen
2022-07-01;5432;w;Rosa;30;4;Neuenhof
2022-07-01;5432;m;Daniel;61;1;Neuenhof
2022-07-01;5432;m;Antonio;47;2;Neuenhof
2022-07-01;5432;m;Peter;47;2;Neuenhof
2022-07-01;5432;m;Marco;43;5;Neuenhof
2022-07-01;5436;m;Andreas;51;5;Würenlos
2022-07-01;5442;w;Claudia;35;3;Fislisbach
2022-07-01;5442;w;Ursula;34;4;Fislisbach
2022-07-01;5442;w;Margrit;34;4;Fislisbach
2022-07-01;5442;m;Thomas;44;3;Fislisbach
2022-07-01;5443;w;Ursula;33;1;Niederrohrdorf
2022-07-01;5443;w;Silvia;25;3;Niederrohrdorf
2022-07-01;5443;m;Andreas;37;5;Niederrohrdorf
2022-07-01;5444;m;Daniel;26;1;Künten
2022-07-01;5444;m;Peter;15;4;Künten
2022-07-01;5445;w;Heidi;7;4;Eggenwil
2022-07-01;5445;m;Markus;10;2;Eggenwil
2022-07-01;5445;m;Hans;9;5;Eggenwil
2022-07-01;5452;w;Monika;32;2;Oberrohrdorf
2022-07-01;5452;w;Nicole;29;3;Oberrohrdorf
2022-07-01;5452;m;Daniel;39;3;Oberrohrdorf
2022-07-01;5453;w;Ruth;19;1;Remetschwil
2022-07-01;5453;m;Daniel;28;2;Remetschwil
2022-07-01;5453;m;Peter;22;3;Remetschwil
2022-07-01;5453;m;Marcel;18;5;Remetschwil
2022-07-01;5454;w;Yvonne;13;2;Bellikon
2022-07-01;5454;w;Claudia;13;2;Bellikon
2022-07-01;5454;w;Beatrice;12;4;Bellikon
2022-07-01;5454;m;Peter;16;4;Bellikon
2022-07-01;5454;m;Bruno;14;5;Bellikon
2022-07-01;5462;w;Nicole;7;2;Siglistorf
2022-07-01;5462;m;Peter;9;2;Siglistorf
2022-07-01;5462;m;Stefan;9;2;Siglistorf
2022-07-01;5463;w;n/a;4;3;Wislikofen
2022-07-01;5463;m;Stefan;7;1;Wislikofen
2022-07-01;5463;m;Josef;6;2;Wislikofen
2022-07-01;5463;m;n/a;5;3;Wislikofen
2022-07-01;5464;m;n/a;5;2;Rümikon AG
2022-07-01;5465;w;Monika;7;1;Mellikon
2022-07-01;5466;w;n/a;5;3;Kaiserstuhl AG
2022-07-01;5467;w;Sandra;6;1;Fisibach
2022-07-01;5467;m;Peter;8;2;Fisibach
2022-07-01;5467;m;Thomas;7;4;Fisibach
2022-07-01;5502;w;Monika;24;2;Hunzenschwil
2022-07-01;5502;w;Ruth;24;2;Hunzenschwil
2022-07-01;5502;w;Maria;23;5;Hunzenschwil
2022-07-01;5502;w;Daniela;23;5;Hunzenschwil
2022-07-01;5502;m;Urs;30;4;Hunzenschwil
2022-07-01;5503;w;Daniela;19;3;Schafisheim
2022-07-01;5503;w;Monika;17;5;Schafisheim
2022-07-01;5503;m;Thomas;38;1;Schafisheim
2022-07-01;5504;w;Andrea;21;1;Othmarsingen
2022-07-01;5504;w;Cornelia;15;5;Othmarsingen
2022-07-01;5504;m;Andreas;27;2;Othmarsingen
2022-07-01;5504;m;Peter;26;3;Othmarsingen
2022-07-01;5504;m;Thomas;24;4;Othmarsingen
2022-07-01;5505;w;Ruth;8;1;Brunegg
2022-07-01;5505;w;Sandra;7;2;Brunegg
2022-07-01;5505;w;n/a;5;4;Brunegg
2022-07-01;5505;m;Markus;9;3;Brunegg
2022-07-01;5505;m;Patrick;7;5;Brunegg
2022-07-01;5505;m;René;7;5;Brunegg
2022-07-01;5506;w;Claudia;16;1;Mägenwil
2022-07-01;5506;w;Silvia;13;4;Mägenwil
2022-07-01;5506;m;Daniel;22;1;Mägenwil
2022-07-01;5506;m;Thomas;22;1;Mägenwil
2022-07-01;5506;m;Peter;18;4;Mägenwil
2022-07-01;5507;w;Maria;50;1;Mellingen
2022-07-01;5507;w;Daniela;31;3;Mellingen
2022-07-01;5507;w;Sandra;29;4;Mellingen
2022-07-01;5507;w;Ursula;28;5;Mellingen
2022-07-01;5507;m;Daniel;53;2;Mellingen
2022-07-01;5507;m;Thomas;48;3;Mellingen
2022-07-01;5507;m;Michael;43;4;Mellingen
2022-07-01;5507;m;Andreas;42;5;Mellingen
2022-07-01;5512;w;Anita;11;2;Wohlenschwil
2022-07-01;5512;w;Maria;11;2;Wohlenschwil
2022-07-01;5512;w;Claudia;10;5;Wohlenschwil
2022-07-01;5512;w;Sandra;10;5;Wohlenschwil
2022-07-01;5512;m;Daniel;23;2;Wohlenschwil
2022-07-01;5522;w;Sandra;11;2;Tägerig
2022-07-01;5522;w;Elisabeth;9;5;Tägerig
2022-07-01;5522;m;Peter;18;2;Tägerig
2022-07-01;5522;m;Daniel;17;3;Tägerig
2022-07-01;5522;m;Stefan;16;4;Tägerig
2022-07-01;5524;w;Claudia;22;2;Nesselnbach/Niederwil AG
2022-07-01;5525;w;Monika;16;1;Fischbach-Göslikon
2022-07-01;5525;w;Claudia;14;2;Fischbach-Göslikon
2022-07-01;5525;w;Sonja;10;5;Fischbach-Göslikon
2022-07-01;5525;w;Fabienne;10;5;Fischbach-Göslikon
2022-07-01;5525;m;Rolf;14;5;Fischbach-Göslikon
2022-07-01;5600;w;Ursula;62;4;Lenzburg/Ammerswil AG
2022-07-01;5600;w;Sandra;61;5;Lenzburg/Ammerswil AG
2022-07-01;5600;m;Thomas;111;2;Lenzburg/Ammerswil AG
2022-07-01;5600;m;Andreas;99;4;Lenzburg/Ammerswil AG
2022-07-01;5603;w;Maria;38;1;Staufen
2022-07-01;5604;w;Susanne;9;3;Hendschiken
2022-07-01;5604;w;Sandra;9;3;Hendschiken
2022-07-01;5604;m;Markus;14;3;Hendschiken
2022-07-01;5604;m;Stefan;14;3;Hendschiken
2022-07-01;5604;m;Peter;13;5;Hendschiken
2022-07-01;5604;m;David;13;5;Hendschiken
2022-07-01;5605;m;Antonio;37;4;Dottikon
2022-07-01;5605;m;Thomas;35;5;Dottikon
2022-07-01;5606;w;Susanne;17;1;Dintikon
2022-07-01;5606;w;Monika;16;3;Dintikon
2022-07-01;5606;w;Fabienne;14;5;Dintikon
2022-07-01;5606;m;Andreas;21;2;Dintikon
2022-07-01;5606;m;Markus;19;4;Dintikon
2022-07-01;5606;m;Marco;17;5;Dintikon
2022-07-01;5606;m;Thomas;17;5;Dintikon
2022-07-01;5607;w;Monika;19;1;Hägglingen
2022-07-01;5607;w;Sandra;18;2;Hägglingen
2022-07-01;5607;w;Karin;17;3;Hägglingen
2022-07-01;5607;w;Margrit;16;4;Hägglingen
2022-07-01;5607;m;Peter;40;1;Hägglingen
2022-07-01;5607;m;Markus;25;4;Hägglingen
2022-07-01;5608;w;Andrea;15;4;Stetten AG
2022-07-01;5608;m;Michael;18;4;Stetten AG
2022-07-01;5610;w;Monika;70;5;Wohlen AG
2022-07-01;5610;m;Thomas;91;4;Wohlen AG
2022-07-01;5611;w;Beatrice;8;4;Anglikon
2022-07-01;5611;m;Andreas;11;5;Anglikon
2022-07-01;5612;w;Ruth;32;2;Villmergen
2022-07-01;5612;w;Manuela;30;4;Villmergen
2022-07-01;5612;w;Andrea;27;5;Villmergen
2022-07-01;5612;m;Daniel;66;1;Villmergen
2022-07-01;5612;m;Markus;49;4;Villmergen
2022-07-01;5613;w;n/a;4;2;Hilfikon
2022-07-01;5613;m;n/a;4;2;Hilfikon
2022-07-01;5614;w;Sandra;27;1;Sarmenstorf
2022-07-01;5614;w;Maria;18;5;Sarmenstorf
2022-07-01;5614;m;Peter;29;3;Sarmenstorf
2022-07-01;5616;w;Sandra;22;1;Meisterschwanden
2022-07-01;5616;w;Barbara;19;2;Meisterschwanden
2022-07-01;5616;w;Claudia;17;4;Meisterschwanden
2022-07-01;5616;m;Markus;38;1;Meisterschwanden
2022-07-01;5616;m;Andreas;25;4;Meisterschwanden
2022-07-01;5616;m;Urs;22;5;Meisterschwanden
2022-07-01;5616;m;Christian;22;5;Meisterschwanden
2022-07-01;5617;w;Ursula;6;1;Tennwil
2022-07-01;5617;w;n/a;5;4;Tennwil
2022-07-01;5617;m;Daniel;6;3;Tennwil
2022-07-01;5617;m;Andreas;6;3;Tennwil
2022-07-01;5618;w;Nicole;9;1;Bettwil
2022-07-01;5618;w;Anna;8;2;Bettwil
2022-07-01;5618;w;Susanne;7;4;Bettwil
2022-07-01;5618;m;Urs;7;3;Bettwil
2022-07-01;5619;w;Monika;11;2;Büttikon AG/Uezwil
2022-07-01;5619;m;Peter;18;1;Büttikon AG/Uezwil
2022-07-01;5619;m;Michael;17;2;Büttikon AG/Uezwil
2022-07-01;5619;m;Thomas;15;4;Büttikon AG/Uezwil
2022-07-01;5620;w;Monika;43;2;Bremgarten AG
2022-07-01;5620;m;Peter;83;1;Bremgarten AG
2022-07-01;5621;w;Sandra;30;4;Zufikon
2022-07-01;5621;m;Daniel;51;2;Zufikon
2022-07-01;5621;m;Thomas;49;3;Zufikon
2022-07-01;5621;m;Michael;40;4;Zufikon
2022-07-01;5621;m;Stefan;39;5;Zufikon
2022-07-01;5622;w;Claudia;23;2;Waltenschwil
2022-07-01;5623;w;Sandra;21;4;Boswil
2022-07-01;5623;m;Peter;37;1;Boswil
2022-07-01;5623;m;Daniel;36;2;Boswil
2022-07-01;5623;m;Paul;25;3;Boswil
2022-07-01;5623;m;Marco;23;4;Boswil
2022-07-01;5624;w;Monika;10;2;Bünzen/Waldhäusern AG
2022-07-01;5624;w;Maria;9;4;Bünzen/Waldhäusern AG
2022-07-01;5624;w;Sabrina;9;4;Bünzen/Waldhäusern AG
2022-07-01;5624;m;Andreas;17;2;Bünzen/Waldhäusern AG
2022-07-01;5624;m;Martin;13;4;Bünzen/Waldhäusern AG
2022-07-01;5625;w;n/a;4;1;Kallern
2022-07-01;5625;m;n/a;5;2;Kallern
2022-07-01;5626;w;Andrea;13;1;Hermetschwil-Staff
2022-07-01;5626;w;Margrit;9;3;Hermetschwil-Staff
2022-07-01;5626;w;Sabrina;7;5;Hermetschwil-Staff
2022-07-01;5626;w;Sandra;7;5;Hermetschwil-Staff
2022-07-01;5626;m;Thomas;22;1;Hermetschwil-Staff
2022-07-01;5626;m;Markus;13;4;Hermetschwil-Staff
2022-07-01;5627;w;Monika;8;1;Besenbüren
2022-07-01;5627;w;Karin;6;2;Besenbüren
2022-07-01;5627;w;Silvia;6;2;Besenbüren
2022-07-01;5627;m;Daniel;11;1;Besenbüren
2022-07-01;5627;m;Thomas;8;3;Besenbüren
2022-07-01;5627;m;Peter;8;3;Besenbüren
2022-07-01;5627;m;René;7;5;Besenbüren
2022-07-01;5628;w;Anita;11;2;Aristau
2022-07-01;5628;m;Daniel;17;1;Aristau
2022-07-01;5628;m;Thomas;17;1;Aristau
2022-07-01;5628;m;Michael;17;1;Aristau
2022-07-01;5628;m;Andreas;12;5;Aristau
2022-07-01;5630;w;Monika;54;3;Muri AG
2022-07-01;5630;m;Daniel;86;1;Muri AG
2022-07-01;5630;m;Peter;78;2;Muri AG
2022-07-01;5630;m;Josef;66;4;Muri AG
2022-07-01;5630;m;Thomas;66;4;Muri AG
2022-07-01;5632;m;Martin;16;2;Buttwil
2022-07-01;5632;m;Andreas;12;5;Buttwil
2022-07-01;5634;w;Maria;28;1;Merenschwand
2022-07-01;5634;w;Claudia;18;3;Merenschwand
2022-07-01;5634;w;Sandra;18;3;Merenschwand
2022-07-01;5634;m;Martin;31;2;Merenschwand
2022-07-01;5634;m;Josef;27;3;Merenschwand
2022-07-01;5634;m;Michael;21;5;Merenschwand
2022-07-01;5636;w;n/a;5;4;Benzenschwil
2022-07-01;5636;m;Marco;7;3;Benzenschwil
2022-07-01;5637;w;Rita;16;1;Beinwil (Freiamt)/Geltwil
2022-07-01;5637;m;Thomas;18;2;Beinwil (Freiamt)/Geltwil
2022-07-01;5642;w;Monika;8;5;Mühlau
2022-07-01;5642;w;Jasmin;8;5;Mühlau
2022-07-01;5642;w;Barbara;8;5;Mühlau
2022-07-01;5642;m;Josef;13;2;Mühlau
2022-07-01;5642;m;Patrick;11;3;Mühlau
2022-07-01;5643;w;Daniela;23;5;Meienberg/Sins/Alikon
2022-07-01;5643;w;Monika;23;5;Meienberg/Sins/Alikon
2022-07-01;5643;m;Josef;51;1;Meienberg/Sins/Alikon
2022-07-01;5643;m;Peter;33;4;Meienberg/Sins/Alikon
2022-07-01;5644;w;Monika;16;1;Auw
2022-07-01;5644;w;Daniela;16;1;Auw
2022-07-01;5644;m;Thomas;23;2;Auw
2022-07-01;5644;m;Josef;22;3;Auw
2022-07-01;5644;m;Michael;21;4;Auw
2022-07-01;5646;w;Claudia;10;1;Abtwil AG
2022-07-01;5646;w;Melanie;6;4;Abtwil AG
2022-07-01;5646;m;Reto;11;2;Abtwil AG
2022-07-01;5647;w;Elisabeth;10;4;Oberrüti
2022-07-01;5647;m;Christian;15;3;Oberrüti
2022-07-01;5647;m;Stefan;15;3;Oberrüti
2022-07-01;5702;w;Monika;28;2;Niederlenz
2022-07-01;5702;w;Andrea;25;3;Niederlenz
2022-07-01;5702;w;Barbara;23;5;Niederlenz
2022-07-01;5703;w;Maria;33;2;Seon
2022-07-01;5703;w;Claudia;29;5;Seon
2022-07-01;5703;w;Ursula;29;5;Seon
2022-07-01;5703;m;Peter;53;2;Seon
2022-07-01;5703;m;Michael;41;4;Seon
2022-07-01;5704;w;Sandra;13;1;Egliswil
2022-07-01;5704;w;Nicole;12;2;Egliswil
2022-07-01;5704;w;Claudia;11;4;Egliswil
2022-07-01;5704;m;Markus;20;2;Egliswil
2022-07-01;5704;m;Thomas;18;3;Egliswil
2022-07-01;5704;m;Hans;14;5;Egliswil
2022-07-01;5705;w;Andrea;7;5;Hallwil
2022-07-01;5706;w;Susanne;13;2;Boniswil
2022-07-01;5706;w;Barbara;12;3;Boniswil
2022-07-01;5706;w;Ruth;11;4;Boniswil
2022-07-01;5706;w;Daniela;11;4;Boniswil
2022-07-01;5706;m;Daniel;23;1;Boniswil
2022-07-01;5706;m;Peter;21;2;Boniswil
2022-07-01;5706;m;Michael;16;5;Boniswil
2022-07-01;5707;w;Andrea;32;2;Seengen
2022-07-01;5707;w;Karin;29;3;Seengen
2022-07-01;5707;w;Barbara;28;4;Seengen
2022-07-01;5707;m;Thomas;54;2;Seengen
2022-07-01;5707;m;Andreas;41;5;Seengen
2022-07-01;5708;w;Daniela;11;1;Birrwil
2022-07-01;5708;w;Ursula;9;2;Birrwil
2022-07-01;5708;w;Sandra;8;5;Birrwil
2022-07-01;5708;w;Margrit;8;5;Birrwil
2022-07-01;5708;w;Cornelia;8;5;Birrwil
2022-07-01;5708;m;Peter;23;1;Birrwil
2022-07-01;5708;m;Martin;21;2;Birrwil
2022-07-01;5708;m;Heinz;13;5;Birrwil
2022-07-01;5712;w;Ursula;28;2;Beinwil am See
2022-07-01;5712;w;Andrea;25;3;Beinwil am See
2022-07-01;5712;w;Brigitte;25;3;Beinwil am See
2022-07-01;5712;w;Ruth;24;5;Beinwil am See
2022-07-01;5712;m;Thomas;55;2;Beinwil am See
2022-07-01;5712;m;Daniel;39;3;Beinwil am See
2022-07-01;5722;w;Daniela;54;2;Gränichen
2022-07-01;5722;w;Ursula;50;4;Gränichen
2022-07-01;5722;w;Susanne;50;4;Gränichen
2022-07-01;5722;m;Markus;83;2;Gränichen
2022-07-01;5722;m;Daniel;80;3;Gränichen
2022-07-01;5722;m;Thomas;74;4;Gränichen
2022-07-01;5722;m;Andreas;60;5;Gränichen
2022-07-01;5723;w;Sandra;19;1;Teufenthal AG
2022-07-01;5723;w;Ursula;12;3;Teufenthal AG
2022-07-01;5723;m;Thomas;23;1;Teufenthal AG
2022-07-01;5723;m;Patrick;14;5;Teufenthal AG
2022-07-01;5724;w;Andrea;17;1;Dürrenäsch
2022-07-01;5724;w;Sandra;13;2;Dürrenäsch
2022-07-01;5724;w;Monika;12;3;Dürrenäsch
2022-07-01;5724;w;Heidi;11;4;Dürrenäsch
2022-07-01;5724;m;Markus;22;1;Dürrenäsch
2022-07-01;5724;m;Daniel;16;3;Dürrenäsch
2022-07-01;5724;m;Christian;14;5;Dürrenäsch
2022-07-01;5725;w;Monika;11;1;Leutwil
2022-07-01;5725;w;Sandra;7;4;Leutwil
2022-07-01;5725;m;Thomas;15;1;Leutwil
2022-07-01;5725;m;Peter;12;3;Leutwil
2022-07-01;5725;m;Michael;11;4;Leutwil
2022-07-01;5726;w;Ursula;18;5;Unterkulm
2022-07-01;5726;m;Daniel;36;1;Unterkulm
2022-07-01;5726;m;Markus;26;3;Unterkulm
2022-07-01;5726;m;Thomas;25;5;Unterkulm
2022-07-01;5727;w;Ruth;26;1;Oberkulm
2022-07-01;5727;m;Peter;34;2;Oberkulm
2022-07-01;5727;m;Michael;25;5;Oberkulm
2022-07-01;5728;w;Susanne;22;1;Gontenschwil
2022-07-01;5732;w;Barbara;16;1;Zetzwil
2022-07-01;5732;w;Claudia;13;3;Zetzwil
2022-07-01;5732;w;Ursula;12;4;Zetzwil
2022-07-01;5732;m;Markus;24;2;Zetzwil
2022-07-01;5732;m;Daniel;22;3;Zetzwil
2022-07-01;5732;m;Thomas;19;4;Zetzwil
2022-07-01;5733;w;n/a;4;5;Leimbach AG
2022-07-01;5734;w;Sandra;47;4;Reinach AG
2022-07-01;5734;m;Peter;84;1;Reinach AG
2022-07-01;5734;m;Hans;66;4;Reinach AG
2022-07-01;5734;m;Markus;60;5;Reinach AG
2022-07-01;5735;w;Marianne;7;2;Pfeffikon LU
2022-07-01;5735;w;Maria;6;3;Pfeffikon LU
2022-07-01;5735;m;Peter;13;1;Pfeffikon LU
2022-07-01;5735;m;Michael;8;5;Pfeffikon LU
2022-07-01;5736;w;Christine;8;3;Burg AG
2022-07-01;5736;m;Daniel;11;4;Burg AG
2022-07-01;5736;m;Walter;7;5;Burg AG
2022-07-01;5736;m;Bruno;7;5;Burg AG
2022-07-01;5737;w;Ursula;40;3;Menziken
2022-07-01;5737;w;Elisabeth;37;4;Menziken
2022-07-01;5737;w;Monika;37;4;Menziken
2022-07-01;5737;m;Peter;61;2;Menziken
2022-07-01;5737;m;Christian;53;4;Menziken
2022-07-01;5737;m;Hans;48;5;Menziken
2022-07-01;5742;w;Ursula;35;1;Kölliken
2022-07-01;5742;w;Sandra;31;2;Kölliken
2022-07-01;5742;m;Thomas;50;3;Kölliken
2022-07-01;5742;m;Daniel;49;4;Kölliken
2022-07-01;5742;m;Markus;45;5;Kölliken
2022-07-01;5745;w;Ruth;35;1;Safenwil
2022-07-01;5745;w;Sandra;28;3;Safenwil
2022-07-01;5745;w;Manuela;26;5;Safenwil
2022-07-01;5745;m;Daniel;53;1;Safenwil
2022-07-01;5745;m;Andreas;32;5;Safenwil
2022-07-01;5746;m;Michael;13;2;Walterswil SO
2022-07-01;5746;m;Hans;9;5;Walterswil SO
2022-07-01;6003;w;Maria;164;1;Luzern
2022-07-01;6003;w;Andrea;96;3;Luzern
2022-07-01;6003;w;Sandra;94;5;Luzern
2022-07-01;6003;m;Daniel;171;1;Luzern
2022-07-01;6003;m;Peter;159;2;Luzern
2022-07-01;6005;w;Maria;186;1;St. Niklausen LU/Luzern
2022-07-01;6005;w;Andrea;168;2;St. Niklausen LU/Luzern
2022-07-01;6005;w;Ruth;142;3;St. Niklausen LU/Luzern
2022-07-01;6005;w;Monika;138;4;St. Niklausen LU/Luzern
2022-07-01;6005;w;Sandra;131;5;St. Niklausen LU/Luzern
2022-07-01;6005;m;Daniel;228;1;St. Niklausen LU/Luzern
2022-07-01;6005;m;Markus;174;5;St. Niklausen LU/Luzern
2022-07-01;6006;m;Peter;226;1;Luzern
2022-07-01;6010;w;Claudia;141;4;Pilatus Kulm/Kriens
2022-07-01;6010;w;Monika;140;5;Pilatus Kulm/Kriens
2022-07-01;6010;m;Josef;220;2;Pilatus Kulm/Kriens
2022-07-01;6010;m;Daniel;220;2;Pilatus Kulm/Kriens
2022-07-01;6010;m;Thomas;185;4;Pilatus Kulm/Kriens
2022-07-01;6012;m;Thomas;38;1;Obernau
2022-07-01;6012;m;Markus;36;2;Obernau
2022-07-01;6013;w;n/a;4;2;Eigenthal
2022-07-01;6013;m;n/a;5;1;Eigenthal
2022-07-01;6013;m;n/a;4;3;Eigenthal
2022-07-01;6013;m;n/a;3;4;Eigenthal
2022-07-01;6014;w;Rita;38;5;Luzern
2022-07-01;6014;w;Ruth;38;5;Luzern
2022-07-01;6015;w;Maria;139;1;Luzern
2022-07-01;6015;w;Anna;60;2;Luzern
2022-07-01;6015;w;Rita;38;5;Luzern
2022-07-01;6015;m;Daniel;66;1;Luzern
2022-07-01;6015;m;Josef;51;3;Luzern
2022-07-01;6016;w;Rita;10;3;Hellbühl
2022-07-01;6016;m;Thomas;18;3;Hellbühl
2022-07-01;6016;m;Daniel;14;5;Hellbühl
2022-07-01;6016;m;Peter;14;5;Hellbühl
2022-07-01;6017;w;Andrea;52;2;Ruswil
2022-07-01;6017;w;Monika;45;3;Ruswil
2022-07-01;6017;m;Franz;75;2;Ruswil
2022-07-01;6017;m;Hans;68;3;Ruswil
2022-07-01;6017;m;Daniel;64;5;Ruswil
2022-07-01;6018;w;Andrea;31;1;Buttisholz
2022-07-01;6018;w;Maria;29;2;Buttisholz
2022-07-01;6018;w;Lisbeth;26;3;Buttisholz
2022-07-01;6018;m;Josef;68;1;Buttisholz
2022-07-01;6018;m;Peter;35;5;Buttisholz
2022-07-01;6018;m;Thomas;35;5;Buttisholz
2022-07-01;6019;w;Margrith;6;1;Sigigen
2022-07-01;6019;m;Roland;6;4;Sigigen
2022-07-01;6019;m;Josef;6;4;Sigigen
2022-07-01;6020;w;Monika;118;4;Emmenbrücke
2022-07-01;6020;m;Daniel;230;1;Emmenbrücke
2022-07-01;6020;m;Josef;187;2;Emmenbrücke
2022-07-01;6022;w;Margrit;31;1;Grosswangen
2022-07-01;6022;w;Monika;27;2;Grosswangen
2022-07-01;6022;m;Stefan;37;2;Grosswangen
2022-07-01;6022;m;Markus;31;4;Grosswangen
2022-07-01;6023;m;Hans;86;2;Rothenburg
2022-07-01;6023;m;Peter;74;5;Rothenburg
2022-07-01;6024;m;Peter;38;1;Hildisrieden
2022-07-01;6024;m;Franz;22;5;Hildisrieden
2022-07-01;6025;w;Monika;12;2;Neudorf
2022-07-01;6025;w;Lea;10;5;Neudorf
2022-07-01;6026;w;Nicole;24;1;Rain
2022-07-01;6026;w;Maria;22;4;Rain
2022-07-01;6026;w;Karin;21;5;Rain
2022-07-01;6026;w;Daniela;21;5;Rain
2022-07-01;6026;m;Josef;46;1;Rain
2022-07-01;6026;m;Stefan;33;3;Rain
2022-07-01;6027;w;Anita;9;5;Römerswil LU
2022-07-01;6027;m;Peter;15;2;Römerswil LU
2022-07-01;6028;w;n/a;3;3;Herlisberg
2022-07-01;6030;m;Thomas;86;5;Ebikon
2022-07-01;6032;w;Anna;36;3;Emmen
2022-07-01;6032;w;Monika;34;4;Emmen
2022-07-01;6032;m;Josef;72;1;Emmen
2022-07-01;6032;m;Michael;57;4;Emmen
2022-07-01;6033;w;Andrea;45;1;Buchrain
2022-07-01;6033;w;Sandra;41;2;Buchrain
2022-07-01;6033;w;Claudia;37;4;Buchrain
2022-07-01;6033;m;Thomas;57;2;Buchrain
2022-07-01;6034;w;Sandra;32;1;Inwil
2022-07-01;6035;m;Marco;7;1;Perlen
2022-07-01;6035;m;David;6;2;Perlen
2022-07-01;6036;w;Nicole;13;2;Dierikon
2022-07-01;6036;w;Claudia;9;5;Dierikon
2022-07-01;6037;w;Maria;42;1;Root
2022-07-01;6037;m;Thomas;50;1;Root
2022-07-01;6037;m;Franz;43;3;Root
2022-07-01;6038;w;Karin;18;3;Gisikon/Honau
2022-07-01;6038;m;Josef;21;2;Gisikon/Honau
2022-07-01;6038;m;Franz;19;3;Gisikon/Honau
2022-07-01;6039;m;n/a;3;2;Root D4
